,Game,Attendance,Total_goals,goals_diff,Game_Class,League
5407,Sochaux vs Lyon,,3,1,Competitive_Game,FL
5408,Sochaux vs Marseille,,2,1,Closed_Game,FL
5409,Sochaux vs Monaco,,4,0,Competitive_Open_Game,FL
5410,Sochaux vs Montpellier,,3,2,Competitive_Game,FL
5411,Sochaux vs Nancy,,2,1,Closed_Game,FL
5412,Sochaux vs Nantes,,1,1,Closed_Game,FL
5413,Sochaux vs Nice,,1,1,Closed_Game,FL
5414,Sochaux vs Paris S-G,,2,0,Closed_Game,FL
5415,Sochaux vs Reims,,1,1,Closed_Game,FL
5416,Sochaux vs Rennes,,4,2,Competitive_Open_Game,FL
5417,Sochaux vs Saint-Étienne,,2,0,Closed_Game,FL
5418,Sochaux vs Toulouse,,2,2,Competitive_Game,FL
5419,Sochaux vs Troyes,,4,2,Competitive_Open_Game,FL
5420,Sochaux vs Valenciennes,,2,0,Closed_Game,FL
5421,Southampton vs Arsenal,31155.0,3,1,Competitive_Game,PL
5422,Southampton vs Aston Villa,30734.25,3,1,Competitive_Game,PL
5423,Southampton vs Bournemouth,31266.4,3,1,Competitive_Game,PL
5424,Southampton vs Brentford,27383.0,5,3,One_Side_Game,PL
5425,Southampton vs Brighton,29183.666666666668,2,0,Closed_Game,PL
5426,Southampton vs Burnley,29437.666666666668,2,1,Closed_Game,PL
5427,Southampton vs Cardiff City,31438.0,2,1,Closed_Game,PL
5428,Southampton vs Chelsea,30911.666666666668,3,1,Competitive_Game,PL
5429,Southampton vs Crystal Palace,29581.666666666668,2,1,Closed_Game,PL
5430,Southampton vs Everton,30629.5,2,1,Closed_Game,PL
5431,Southampton vs Fulham,27597.0,3,1,Competitive_Game,PL
5432,Southampton vs Huddersfield,30021.0,2,0,Closed_Game,PL
5433,Southampton vs Hull City,30739.5,2,1,Closed_Game,PL
5434,Southampton vs Leeds United,19253.0,1,1,Closed_Game,PL
5435,Southampton vs Leicester City,29451.85714285714,4,2,Competitive_Open_Game,PL
5436,Southampton vs Liverpool,31765.166666666668,2,1,Closed_Game,PL
5437,Southampton vs Manchester City,31447.0,2,1,Closed_Game,PL
5438,Southampton vs Manchester Utd,31292.714285714286,2,0,Closed_Game,PL
5439,Southampton vs Middlesbrough,28976.0,1,1,Closed_Game,PL
5440,Southampton vs Newcastle Utd,30697.8,2,1,Closed_Game,PL
5441,Southampton vs Norwich City,28296.0,3,1,Competitive_Game,PL
5442,Southampton vs QPR,30504.0,3,1,Competitive_Game,PL
5443,Southampton vs Reading,,1,1,Closed_Game,PL
5444,Southampton vs Sheffield Utd,2000.0,3,2,Competitive_Game,PL
5445,Southampton vs Stoke City,30419.25,1,0,Closed_Game,PL
5446,Southampton vs Sunderland,30408.333333333332,3,1,Competitive_Game,PL
5447,Southampton vs Swansea City,30545.25,1,1,Closed_Game,PL
5448,Southampton vs Tottenham,31520.285714285714,3,1,Competitive_Game,PL
5449,Southampton vs Watford,29280.8,2,1,Closed_Game,PL
5450,Southampton vs West Brom,29535.5,1,1,Closed_Game,PL
5451,Southampton vs West Ham,30438.85714285714,1,0,Closed_Game,PL
5452,Southampton vs Wigan Athletic,,2,2,Competitive_Game,PL
5453,Southampton vs Wolves,30287.333333333332,3,1,Competitive_Game,PL
5454,Sparta R'dam vs ADO Den Haag,9521.666666666666,4,2,Competitive_Open_Game,D
5455,Sparta R'dam vs AZ Alkmaar,10167.333333333334,3,1,Competitive_Game,D
5456,Sparta R'dam vs Ajax,8934.5,3,2,Competitive_Game,D
5457,Sparta R'dam vs Cambuur,8645.0,4,4,One_Side_Game,D
5458,Sparta R'dam vs De Graafschap,10031.0,3,1,Competitive_Game,D
5459,Sparta R'dam vs Dordrecht,10132.0,4,0,Competitive_Open_Game,D
5460,Sparta R'dam vs Emmen,10603.0,4,2,Competitive_Open_Game,D
5461,Sparta R'dam vs Excelsior,10415.0,5,1,Competitive_Open_Game,D
5462,Sparta R'dam vs Feyenoord,10499.666666666666,2,2,Competitive_Game,D
5463,Sparta R'dam vs Fortuna Sittard,8222.0,3,1,Competitive_Game,D
5464,Sparta R'dam vs Go Ahead Eag,9614.0,1,1,Closed_Game,D
5465,Sparta R'dam vs Groningen,9742.25,3,0,Competitive_Game,D
5466,Sparta R'dam vs Heerenveen,10327.0,3,1,Competitive_Game,D
5467,Sparta R'dam vs Heracles Almelo,8873.0,3,1,Competitive_Game,D
5468,Sparta R'dam vs NAC Breda,10606.0,3,1,Competitive_Game,D
5469,Sparta R'dam vs NEC Nijmegen,8536.5,2,1,Closed_Game,D
5470,Sparta R'dam vs Oss,10020.0,3,3,One_Side_Game,D
5471,Sparta R'dam vs PSV Eindhoven,10326.0,4,1,Competitive_Open_Game,D
5472,Sparta R'dam vs RKC Waalwijk,10231.0,2,2,Competitive_Game,D
5473,Sparta R'dam vs Roda JC,9967.0,3,0,Competitive_Game,D
5474,Sparta R'dam vs Twente,10190.0,1,0,Closed_Game,D
5475,Sparta R'dam vs Utrecht,9925.333333333334,2,1,Closed_Game,D
5476,Sparta R'dam vs VVV-Venlo,7111.666666666667,4,2,Competitive_Open_Game,D
5477,Sparta R'dam vs Vitesse,10124.333333333334,2,1,Closed_Game,D
5478,Sparta R'dam vs Willem II,8144.333333333333,2,1,Closed_Game,D
5479,Sparta R'dam vs Zwolle,10071.5,4,0,Competitive_Open_Game,D
5480,Spezia vs Atalanta,,0,0,Closed_Game,IT
5481,Spezia vs Benevento,,2,0,Closed_Game,IT
5482,Spezia vs Bologna,6265.0,2,0,Closed_Game,IT
5483,Spezia vs Cagliari,,3,1,Competitive_Game,IT
5484,Spezia vs Crotone,,5,1,Competitive_Open_Game,IT
5485,Spezia vs Empoli,5414.0,2,0,Closed_Game,IT
5486,Spezia vs Fiorentina,1000.0,3,0,Competitive_Game,IT
5487,Spezia vs Genoa,7283.0,2,0,Closed_Game,IT
5488,Spezia vs Hellas Verona,3250.0,2,1,Closed_Game,IT
5489,Spezia vs Inter,,2,0,Closed_Game,IT
5490,Spezia vs Juventus,5700.0,5,2,Competitive_Open_Game,IT
5491,Spezia vs Lazio,,3,1,Competitive_Game,IT
5492,Spezia vs Milan,3618.0,2,1,Closed_Game,IT
5493,Spezia vs Napoli,,5,3,One_Side_Game,IT
5494,Spezia vs Parma,,4,0,Competitive_Open_Game,IT
5495,Spezia vs Roma,,4,0,Competitive_Open_Game,IT
5496,Spezia vs Salernitana,6023.0,3,1,Competitive_Game,IT
5497,Spezia vs Sampdoria,5000.0,2,1,Closed_Game,IT
5498,Spezia vs Sassuolo,2993.5,4,1,Competitive_Open_Game,IT
5499,Spezia vs Torino,6953.0,3,2,Competitive_Game,IT
5500,Spezia vs Udinese,5162.0,1,1,Closed_Game,IT
5501,Sporting CP vs Académica,39044.0,1,0,Closed_Game,P
5502,Sporting CP vs Arouca,41493.0,4,3,One_Side_Game,P
5503,Sporting CP vs Aves,34448.666666666664,3,2,Competitive_Game,P
5504,Sporting CP vs Beira-Mar,,1,1,Closed_Game,P
5505,Sporting CP vs Belenenses,32822.857142857145,2,1,Closed_Game,P
5506,Sporting CP vs Benfica,47233.166666666664,2,0,Closed_Game,P
5507,Sporting CP vs Boavista,34132.57142857143,2,2,Competitive_Game,P
5508,Sporting CP vs Braga,36343.71428571428,3,1,Competitive_Game,P
5509,Sporting CP vs Chaves,31700.333333333332,4,2,Competitive_Open_Game,P
5510,Sporting CP vs Estoril,40074.5,3,1,Competitive_Game,P
5511,Sporting CP vs FC Vizela,9066.0,3,3,One_Side_Game,P
5512,Sporting CP vs Famalicão,27108.0,2,1,Closed_Game,P
5513,Sporting CP vs Feirense,40231.0,1,1,Closed_Game,P
5514,Sporting CP vs Gil Vicente,42098.0,3,2,Competitive_Game,P
5515,Sporting CP vs Gil Vicente FC,,3,1,Competitive_Game,P
5516,Sporting CP vs Marítimo,30472.571428571428,3,2,Competitive_Game,P
5517,Sporting CP vs Moreirense,33913.57142857143,2,1,Closed_Game,P
5518,Sporting CP vs Nacional,35658.0,2,1,Closed_Game,P
5519,Sporting CP vs Olhanense,,1,0,Closed_Game,P
5520,Sporting CP vs Paços,38451.5,2,1,Closed_Game,P
5521,Sporting CP vs Penafiel,25495.0,5,1,Competitive_Open_Game,P
5522,Sporting CP vs Portimonense,29626.25,3,1,Competitive_Game,P
5523,Sporting CP vs Porto,41277.28571428572,1,0,Closed_Game,P
5524,Sporting CP vs Rio Ave,35756.5,2,1,Closed_Game,P
5525,Sporting CP vs SC Farense,,1,1,Closed_Game,P
5526,Sporting CP vs Santa Clara,28129.0,1,1,Closed_Game,P
5527,Sporting CP vs Tondela,38756.5,2,1,Closed_Game,P
5528,Sporting CP vs União,44719.0,2,2,Competitive_Game,P
5529,Sporting CP vs União de Leiria,,4,2,Competitive_Open_Game,P
5530,Sporting CP vs Vitória,35053.857142857145,2,1,Closed_Game,P
5531,Sporting CP vs Vitória Setúbal,40765.8,2,2,Competitive_Game,P
5532,Sporting Gijón vs Alavés,21752.0,6,2,Competitive_Open_Game,SP
5533,Sporting Gijón vs Athletic Club,24219.0,2,1,Closed_Game,SP
5534,Sporting Gijón vs Atlético Madrid,24670.0,3,1,Competitive_Game,SP
5535,Sporting Gijón vs Barcelona,27119.0,3,2,Competitive_Game,SP
5536,Sporting Gijón vs Betis,19725.5,3,0,Competitive_Game,SP
5537,Sporting Gijón vs Celta Vigo,24389.5,1,0,Closed_Game,SP
5538,Sporting Gijón vs Eibar,23042.5,3,1,Competitive_Game,SP
5539,Sporting Gijón vs Espanyol,21755.5,3,1,Competitive_Game,SP
5540,Sporting Gijón vs Getafe,20948.0,3,1,Competitive_Game,SP
5541,Sporting Gijón vs Granada,22487.5,4,1,Competitive_Open_Game,SP
5542,Sporting Gijón vs La Coruña,22998.5,1,0,Closed_Game,SP
5543,Sporting Gijón vs Las Palmas,22211.5,2,1,Closed_Game,SP
5544,Sporting Gijón vs Leganés,22682.0,3,1,Competitive_Game,SP
5545,Sporting Gijón vs Levante,19870.0,4,2,Competitive_Open_Game,SP
5546,Sporting Gijón vs Mallorca,,5,1,Competitive_Open_Game,SP
5547,Sporting Gijón vs Málaga,23504.5,1,1,Closed_Game,SP
5548,Sporting Gijón vs Osasuna,25800.0,3,1,Competitive_Game,SP
5549,Sporting Gijón vs Racing Sant,,0,0,Closed_Game,SP
5550,Sporting Gijón vs Rayo Vallecano,21987.0,3,0,Competitive_Game,SP
5551,Sporting Gijón vs Real Madrid,25925.0,2,1,Closed_Game,SP
5552,Sporting Gijón vs Real Sociedad,23379.5,4,2,Competitive_Open_Game,SP
5553,Sporting Gijón vs Sevilla,22894.0,2,0,Closed_Game,SP
5554,Sporting Gijón vs Valencia,24257.5,1,1,Closed_Game,SP
5555,Sporting Gijón vs Villarreal,23867.0,3,1,Competitive_Game,SP
5556,Sporting Gijón vs Zaragoza,,3,1,Competitive_Game,SP
5557,Stoke City vs Arsenal,28011.0,2,0,Closed_Game,PL
5558,Stoke City vs Aston Villa,27590.5,2,1,Closed_Game,PL
5559,Stoke City vs Blackburn,,4,2,Competitive_Open_Game,PL
5560,Stoke City vs Bolton,,4,0,Competitive_Open_Game,PL
5561,Stoke City vs Bournemouth,28352.333333333332,2,1,Closed_Game,PL
5562,Stoke City vs Brighton,29876.0,2,0,Closed_Game,PL
5563,Stoke City vs Burnley,27952.0,2,1,Closed_Game,PL
5564,Stoke City vs Cardiff City,,0,0,Closed_Game,PL
5565,Stoke City vs Chelsea,28121.25,2,1,Closed_Game,PL
5566,Stoke City vs Crystal Palace,27931.5,2,1,Closed_Game,PL
5567,Stoke City vs Everton,27949.5,2,0,Closed_Game,PL
5568,Stoke City vs Fulham,,2,2,Competitive_Game,PL
5569,Stoke City vs Huddersfield,29785.0,2,2,Competitive_Game,PL
5570,Stoke City vs Hull City,26989.0,2,1,Closed_Game,PL
5571,Stoke City vs Leicester City,28101.75,3,0,Competitive_Game,PL
5572,Stoke City vs Liverpool,28061.75,3,2,Competitive_Game,PL
5573,Stoke City vs Manchester City,27717.0,2,1,Closed_Game,PL
5574,Stoke City vs Manchester Utd,27843.0,2,0,Closed_Game,PL
5575,Stoke City vs Middlesbrough,27644.0,2,2,Competitive_Game,PL
5576,Stoke City vs Newcastle Utd,27378.0,1,1,Closed_Game,PL
5577,Stoke City vs Norwich City,27274.0,1,1,Closed_Game,PL
5578,Stoke City vs QPR,27512.0,3,1,Competitive_Game,PL
5579,Stoke City vs Reading,,3,1,Competitive_Game,PL
5580,Stoke City vs Southampton,27646.75,2,0,Closed_Game,PL
5581,Stoke City vs Sunderland,27358.0,1,0,Closed_Game,PL
5582,Stoke City vs Swansea City,27382.25,2,1,Closed_Game,PL
5583,Stoke City vs Tottenham,27861.5,3,2,Competitive_Game,PL
5584,Stoke City vs Watford,27351.666666666668,1,1,Closed_Game,PL
5585,Stoke City vs West Brom,26039.0,1,0,Closed_Game,PL
5586,Stoke City vs West Ham,27947.0,2,1,Closed_Game,PL
5587,Stoke City vs Wigan Athletic,,4,0,Competitive_Open_Game,PL
5588,Stoke City vs Wolves,,3,1,Competitive_Game,PL
5589,Strasbourg vs Amiens,24738.666666666668,1,1,Closed_Game,FL
5590,Strasbourg vs Angers,24423.666666666668,2,0,Closed_Game,FL
5591,Strasbourg vs Bordeaux,24751.333333333332,3,2,Competitive_Game,FL
5592,Strasbourg vs Brest,22341.0,4,1,Competitive_Open_Game,FL
5593,Strasbourg vs Caen,23611.5,2,0,Closed_Game,FL
5594,Strasbourg vs Dijon,23063.5,3,1,Competitive_Game,FL
5595,Strasbourg vs Guingamp,23884.0,4,1,Competitive_Open_Game,FL
5596,Strasbourg vs Lens,,3,1,Competitive_Game,FL
5597,Strasbourg vs Lille,24948.75,2,1,Closed_Game,FL
5598,Strasbourg vs Lorient,24002.0,3,2,Competitive_Game,FL
5599,Strasbourg vs Lyon,25473.666666666668,4,0,Competitive_Open_Game,FL
5600,Strasbourg vs Marseille,26001.666666666668,2,0,Closed_Game,FL
5601,Strasbourg vs Metz,25513.333333333332,3,0,Competitive_Game,FL
5602,Strasbourg vs Monaco,24576.0,3,1,Competitive_Game,FL
5603,Strasbourg vs Montpellier,19681.0,2,1,Closed_Game,FL
5604,Strasbourg vs Nantes,23688.0,3,1,Competitive_Game,FL
5605,Strasbourg vs Nice,25168.666666666668,1,1,Closed_Game,FL
5606,Strasbourg vs Nîmes,24936.5,3,3,One_Side_Game,FL
5607,Strasbourg vs Paris S-G,25514.5,3,1,Competitive_Game,FL
5608,Strasbourg vs Reims,24920.333333333332,2,2,Competitive_Game,FL
5609,Strasbourg vs Rennes,24248.0,2,1,Closed_Game,FL
5610,Strasbourg vs Saint-Étienne,25401.0,2,1,Closed_Game,FL
5611,Strasbourg vs Toulouse,23994.333333333332,3,1,Competitive_Game,FL
5612,Strasbourg vs Troyes,22555.5,2,0,Closed_Game,FL
5613,Stuttgart vs Arminia,33550.0,1,1,Closed_Game,BL
5614,Stuttgart vs Augsburg,52766.5,2,1,Closed_Game,BL
5615,Stuttgart vs Bayern Munich,47663.0,3,2,Competitive_Game,BL
5616,Stuttgart vs Braunschweig,,4,0,Competitive_Open_Game,BL
5617,Stuttgart vs Darmstadt 98,55200.0,2,2,Competitive_Game,BL
5618,Stuttgart vs Dortmund,59483.0,3,1,Competitive_Game,BL
5619,Stuttgart vs Düsseldorf,54410.0,0,0,Closed_Game,BL
5620,Stuttgart vs Eint Frankfurt,44252.2,3,1,Competitive_Game,BL
5621,Stuttgart vs Freiburg,40000.8,3,1,Competitive_Game,BL
5622,Stuttgart vs Greuther Fürth,18109.0,4,3,One_Side_Game,BL
5623,Stuttgart vs Hamburger SV,55683.0,2,0,Closed_Game,BL
5624,Stuttgart vs Hannover 96,51942.0,3,1,Competitive_Game,BL
5625,Stuttgart vs Hertha BSC,39228.2,2,1,Closed_Game,BL
5626,Stuttgart vs Hoffenheim,45582.6,3,2,Competitive_Game,BL
5627,Stuttgart vs Ingolstadt 04,45700.0,1,1,Closed_Game,BL
5628,Stuttgart vs Kaiserslautern,,0,0,Closed_Game,BL
5629,Stuttgart vs Köln,57738.666666666664,3,1,Competitive_Game,BL
5630,Stuttgart vs Leverkusen,39446.5,2,1,Closed_Game,BL
5631,Stuttgart vs M'Gladbach,51811.5,2,1,Closed_Game,BL
5632,Stuttgart vs Mainz 05,48856.2,3,1,Competitive_Game,BL
5633,Stuttgart vs Nürnberg,58757.0,1,0,Closed_Game,BL
5634,Stuttgart vs Paderborn 07,55000.0,0,0,Closed_Game,BL
5635,Stuttgart vs RB Leipzig,33373.333333333336,1,1,Closed_Game,BL
5636,Stuttgart vs Schalke 04,50582.0,3,2,Competitive_Game,BL
5637,Stuttgart vs Union Berlin,45607.0,3,0,Competitive_Game,BL
5638,Stuttgart vs Werder Bremen,53855.25,3,1,Competitive_Game,BL
5639,Stuttgart vs Wolfsburg,50490.25,3,1,Competitive_Game,BL
5640,Sunderland vs Arsenal,44730.333333333336,2,1,Closed_Game,PL
5641,Sunderland vs Aston Villa,43640.5,2,1,Closed_Game,PL
5642,Sunderland vs Blackburn,,3,1,Competitive_Game,PL
5643,Sunderland vs Bolton,,4,0,Competitive_Open_Game,PL
5644,Sunderland vs Bournemouth,39880.5,1,0,Closed_Game,PL
5645,Sunderland vs Burnley,42770.0,1,1,Closed_Game,PL
5646,Sunderland vs Cardiff City,,4,4,One_Side_Game,PL
5647,Sunderland vs Chelsea,44430.0,3,1,Competitive_Game,PL
5648,Sunderland vs Crystal Palace,40269.666666666664,3,1,Competitive_Game,PL
5649,Sunderland vs Everton,44112.0,2,1,Closed_Game,PL
5650,Sunderland vs Fulham,,1,0,Closed_Game,PL
5651,Sunderland vs Hull City,43044.0,3,2,Competitive_Game,PL
5652,Sunderland vs Leicester City,44320.333333333336,1,1,Closed_Game,PL
5653,Sunderland vs Liverpool,45876.0,2,0,Closed_Game,PL
5654,Sunderland vs Manchester City,40370.333333333336,1,1,Closed_Game,PL
5655,Sunderland vs Manchester Utd,42894.333333333336,2,1,Closed_Game,PL
5656,Sunderland vs Middlesbrough,43515.0,3,1,Competitive_Game,PL
5657,Sunderland vs Newcastle Utd,47608.0,2,1,Closed_Game,PL
5658,Sunderland vs Norwich City,41379.0,2,1,Closed_Game,PL
5659,Sunderland vs QPR,39077.0,2,1,Closed_Game,PL
5660,Sunderland vs Reading,,3,3,One_Side_Game,PL
5661,Sunderland vs Southampton,40441.666666666664,2,1,Closed_Game,PL
5662,Sunderland vs Stoke City,42317.0,2,1,Closed_Game,PL
5663,Sunderland vs Swansea City,39768.0,1,1,Closed_Game,PL
5664,Sunderland vs Tottenham,40386.666666666664,1,0,Closed_Game,PL
5665,Sunderland vs Watford,42128.0,1,1,Closed_Game,PL
5666,Sunderland vs West Brom,42043.333333333336,2,0,Closed_Game,PL
5667,Sunderland vs West Ham,41598.0,3,0,Competitive_Game,PL
5668,Sunderland vs Wigan Athletic,,2,1,Closed_Game,PL
5669,Sunderland vs Wolves,,0,0,Closed_Game,PL
5670,Swansea City vs Arsenal,20860.75,3,2,Competitive_Game,PL
5671,Swansea City vs Aston Villa,20568.5,2,1,Closed_Game,PL
5672,Swansea City vs Blackburn,,3,3,One_Side_Game,PL
5673,Swansea City vs Bolton,,4,2,Competitive_Open_Game,PL
5674,Swansea City vs Bournemouth,20474.0,2,1,Closed_Game,PL
5675,Swansea City vs Brighton,20822.0,1,1,Closed_Game,PL
5676,Swansea City vs Burnley,20474.333333333332,2,1,Closed_Game,PL
5677,Swansea City vs Cardiff City,,3,3,One_Side_Game,PL
5678,Swansea City vs Chelsea,20879.0,2,1,Closed_Game,PL
5679,Swansea City vs Crystal Palace,20340.5,3,0,Competitive_Game,PL
5680,Swansea City vs Everton,20758.25,1,1,Closed_Game,PL
5681,Swansea City vs Fulham,,2,2,Competitive_Game,PL
5682,Swansea City vs Huddersfield,20657.0,2,2,Competitive_Game,PL
5683,Swansea City vs Hull City,20178.5,2,1,Closed_Game,PL
5684,Swansea City vs Leicester City,20501.75,2,2,Competitive_Game,PL
5685,Swansea City vs Liverpool,20887.0,2,0,Closed_Game,PL
5686,Swansea City vs Manchester City,20814.75,3,1,Competitive_Game,PL
5687,Swansea City vs Manchester Utd,20859.25,3,1,Competitive_Game,PL
5688,Swansea City vs Middlesbrough,20354.0,0,0,Closed_Game,PL
5689,Swansea City vs Newcastle Utd,20724.0,2,1,Closed_Game,PL
5690,Swansea City vs Norwich City,20929.0,4,1,Competitive_Open_Game,PL
5691,Swansea City vs QPR,20145.0,3,1,Competitive_Game,PL
5692,Swansea City vs Reading,,4,0,Competitive_Open_Game,PL
5693,Swansea City vs Southampton,20675.75,1,0,Closed_Game,PL
5694,Swansea City vs Stoke City,20486.0,2,1,Closed_Game,PL
5695,Swansea City vs Sunderland,20316.0,3,1,Competitive_Game,PL
5696,Swansea City vs Tottenham,20741.25,3,1,Competitive_Game,PL
5697,Swansea City vs Watford,20498.666666666668,1,0,Closed_Game,PL
5698,Swansea City vs West Brom,20394.0,2,1,Closed_Game,PL
5699,Swansea City vs West Ham,20748.0,2,1,Closed_Game,PL
5700,Swansea City vs Wigan Athletic,,1,0,Closed_Game,PL
5701,Swansea City vs Wolves,,8,0,Competitive_Open_Game,PL
5702,Telstar vs De Graafschap,4663.0,5,1,Competitive_Open_Game,D
5703,Tondela vs Académica,3050.0,2,2,Competitive_Game,P
5704,Tondela vs Arouca,1454.0,2,1,Closed_Game,P
5705,Tondela vs Aves,2392.0,2,2,Competitive_Game,P
5706,Tondela vs Belenenses,1651.2,2,1,Closed_Game,P
5707,Tondela vs Benfica,5464.5,3,2,Competitive_Game,P
5708,Tondela vs Boavista,2037.6,2,0,Closed_Game,P
5709,Tondela vs Braga,2776.5,2,1,Closed_Game,P
5710,Tondela vs Chaves,3087.3333333333335,3,2,Competitive_Game,P
5711,Tondela vs Estoril,1322.5,2,1,Closed_Game,P
5712,Tondela vs FC Vizela,829.0,5,1,Competitive_Open_Game,P
5713,Tondela vs Famalicão,439.0,2,1,Closed_Game,P
5714,Tondela vs Feirense,1552.6666666666667,2,1,Closed_Game,P
5715,Tondela vs Gil Vicente FC,1150.5,2,1,Closed_Game,P
5716,Tondela vs Marítimo,1271.0,3,0,Competitive_Game,P
5717,Tondela vs Moreirense,1244.8333333333333,2,0,Closed_Game,P
5718,Tondela vs Nacional,2148.6666666666665,2,1,Closed_Game,P
5719,Tondela vs Paços,1072.75,3,1,Competitive_Game,P
5720,Tondela vs Portimonense,1503.0,3,1,Competitive_Game,P
5721,Tondela vs Porto,3034.6,2,1,Closed_Game,P
5722,Tondela vs Rio Ave,2000.2,2,0,Closed_Game,P
5723,Tondela vs SC Farense,,2,2,Competitive_Game,P
5724,Tondela vs Santa Clara,2267.3333333333335,2,1,Closed_Game,P
5725,Tondela vs Sporting CP,8148.6,2,1,Closed_Game,P
5726,Tondela vs União,1771.0,1,1,Closed_Game,P
5727,Tondela vs Vitória,2445.6,2,1,Closed_Game,P
5728,Tondela vs Vitória Setúbal,1485.8,3,1,Competitive_Game,P
5729,Torino vs Atalanta,13423.625,2,1,Closed_Game,IT
5730,Torino vs Benevento,16257.0,2,1,Closed_Game,IT
5731,Torino vs Bologna,16175.333333333334,2,1,Closed_Game,IT
5732,Torino vs Brescia,,4,2,Competitive_Open_Game,IT
5733,Torino vs Cagliari,16635.833333333332,3,1,Competitive_Game,IT
5734,Torino vs Carpi,22891.0,0,0,Closed_Game,IT
5735,Torino vs Catania,,4,1,Competitive_Open_Game,IT
5736,Torino vs Cesena,18569.0,5,5,One_Side_Game,IT
5737,Torino vs Chievo,17729.8,2,1,Closed_Game,IT
5738,Torino vs Crotone,17255.0,2,1,Closed_Game,IT
5739,Torino vs Empoli,13651.2,1,1,Closed_Game,IT
5740,Torino vs Fiorentina,17575.571428571428,2,0,Closed_Game,IT
5741,Torino vs Frosinone,23366.0,5,1,Competitive_Open_Game,IT
5742,Torino vs Genoa,14674.0,2,0,Closed_Game,IT
5743,Torino vs Hellas Verona,13069.75,2,0,Closed_Game,IT
5744,Torino vs Inter,25210.333333333332,2,1,Closed_Game,IT
5745,Torino vs Juventus,24210.714285714286,2,1,Closed_Game,IT
5746,Torino vs Lazio,17241.0,2,0,Closed_Game,IT
5747,Torino vs Lecce,21620.0,3,1,Competitive_Game,IT
5748,Torino vs Livorno,,4,2,Competitive_Open_Game,IT
5749,Torino vs Milan,20887.333333333332,3,1,Competitive_Game,IT
5750,Torino vs Napoli,22272.333333333332,3,1,Competitive_Game,IT
5751,Torino vs Palermo,15904.0,2,0,Closed_Game,IT
5752,Torino vs Parma,15039.5,2,0,Closed_Game,IT
5753,Torino vs Pescara,14827.0,5,2,Competitive_Open_Game,IT
5754,Torino vs Roma,17603.8,2,0,Closed_Game,IT
5755,Torino vs SPAL,17112.666666666668,2,1,Closed_Game,IT
5756,Torino vs Salernitana,9082.0,4,4,One_Side_Game,IT
5757,Torino vs Sampdoria,17376.85714285714,3,1,Competitive_Game,IT
5758,Torino vs Sassuolo,16752.428571428572,3,1,Competitive_Game,IT
5759,Torino vs Siena,,5,1,Competitive_Open_Game,IT
5760,Torino vs Spezia,,0,0,Closed_Game,IT
5761,Torino vs Udinese,14878.5,2,1,Closed_Game,IT
5762,Torino vs Venezia,,3,1,Competitive_Game,IT
5763,Tottenham vs Arsenal,44964.333333333336,2,1,Closed_Game,PL
5764,Tottenham vs Aston Villa,38810.4,2,1,Closed_Game,PL
5765,Tottenham vs Blackburn,,2,2,Competitive_Game,PL
5766,Tottenham vs Bolton,,3,3,One_Side_Game,PL
5767,Tottenham vs Bournemouth,49261.8,3,2,Competitive_Game,PL
5768,Tottenham vs Brentford,54202.0,2,2,Competitive_Game,PL
5769,Tottenham vs Brighton,52999.0,2,1,Closed_Game,PL
5770,Tottenham vs Burnley,47011.2,3,2,Competitive_Game,PL
5771,Tottenham vs Cardiff City,43268.0,1,1,Closed_Game,PL
5772,Tottenham vs Chelsea,50464.0,3,1,Competitive_Game,PL
5773,Tottenham vs Crystal Palace,46838.0,2,1,Closed_Game,PL
5774,Tottenham vs Everton,48020.6,2,1,Closed_Game,PL
5775,Tottenham vs Fulham,58297.0,2,1,Closed_Game,PL
5776,Tottenham vs Huddersfield,63309.5,3,3,One_Side_Game,PL
5777,Tottenham vs Hull City,33602.0,2,2,Competitive_Game,PL
5778,Tottenham vs Leeds United,58989.0,3,2,Competitive_Game,PL
5779,Tottenham vs Leicester City,45132.6,4,1,Competitive_Open_Game,PL
5780,Tottenham vs Liverpool,52960.857142857145,3,1,Competitive_Game,PL
5781,Tottenham vs Manchester City,51484.71428571428,3,2,Competitive_Game,PL
5782,Tottenham vs Manchester Utd,54286.0,2,1,Closed_Game,PL
5783,Tottenham vs Middlesbrough,31949.0,1,1,Closed_Game,PL
5784,Tottenham vs Newcastle Utd,45361.0,2,1,Closed_Game,PL
5785,Tottenham vs Norwich City,50156.0,2,1,Closed_Game,PL
5786,Tottenham vs QPR,36109.0,3,2,Competitive_Game,PL
5787,Tottenham vs Reading,,4,2,Competitive_Open_Game,PL
5788,Tottenham vs Sheffield Utd,59781.0,3,2,Competitive_Game,PL
5789,Tottenham vs Southampton,43584.28571428572,3,1,Competitive_Game,PL
5790,Tottenham vs Stoke City,41442.25,3,1,Competitive_Game,PL
5791,Tottenham vs Sunderland,34359.333333333336,2,1,Closed_Game,PL
5792,Tottenham vs Swansea City,41739.75,2,1,Closed_Game,PL
5793,Tottenham vs Watford,44328.0,2,1,Closed_Game,PL
