,Game,Attendance,Total_goals,goals_diff,Game_Class,League
5013,Rennes vs Lens,20738.5,2,1,Closed_Game,FL
5014,Rennes vs Lille,23815.0,1,1,Closed_Game,FL
5015,Rennes vs Lorient,23324.0,1,0,Closed_Game,FL
5016,Rennes vs Lyon,25647.833333333332,2,0,Closed_Game,FL
5017,Rennes vs Marseille,24849.666666666668,3,0,Competitive_Game,FL
5018,Rennes vs Metz,20444.25,1,1,Closed_Game,FL
5019,Rennes vs Monaco,23215.2,3,0,Competitive_Game,FL
5020,Rennes vs Montpellier,22382.285714285714,2,1,Closed_Game,FL
5021,Rennes vs Nancy,20705.0,2,1,Closed_Game,FL
5022,Rennes vs Nantes,25327.714285714286,2,0,Closed_Game,FL
5023,Rennes vs Nice,25030.85714285714,2,0,Closed_Game,FL
5024,Rennes vs Nîmes,25257.0,3,2,Competitive_Game,FL
5025,Rennes vs Paris S-G,28627.0,2,1,Closed_Game,FL
5026,Rennes vs Reims,21471.25,2,1,Closed_Game,FL
5027,Rennes vs Saint-Étienne,22235.666666666668,2,1,Closed_Game,FL
5028,Rennes vs Sochaux,,2,0,Closed_Game,FL
5029,Rennes vs Strasbourg,23535.333333333332,2,1,Closed_Game,FL
5030,Rennes vs Toulouse,19240.5,2,1,Closed_Game,FL
5031,Rennes vs Troyes,17536.0,2,1,Closed_Game,FL
5032,Rennes vs Valenciennes,,2,0,Closed_Game,FL
5033,Rio Ave vs Académica,3429.0,0,0,Closed_Game,P
5034,Rio Ave vs Arouca,2625.3333333333335,2,1,Closed_Game,P
5035,Rio Ave vs Aves,3323.0,2,2,Competitive_Game,P
5036,Rio Ave vs Beira-Mar,,3,2,Competitive_Game,P
5037,Rio Ave vs Belenenses,2552.5,1,0,Closed_Game,P
5038,Rio Ave vs Benfica,8986.4,2,1,Closed_Game,P
5039,Rio Ave vs Boavista,3198.1666666666665,2,1,Closed_Game,P
5040,Rio Ave vs Braga,3398.2,1,0,Closed_Game,P
5041,Rio Ave vs Chaves,3375.6666666666665,2,0,Closed_Game,P
5042,Rio Ave vs Estoril,2893.0,2,1,Closed_Game,P
5043,Rio Ave vs Famalicão,2337.0,2,0,Closed_Game,P
5044,Rio Ave vs Feirense,2131.3333333333335,2,0,Closed_Game,P
5045,Rio Ave vs Gil Vicente,2000.0,1,1,Closed_Game,P
5046,Rio Ave vs Gil Vicente FC,2350.0,1,1,Closed_Game,P
5047,Rio Ave vs Marítimo,3961.6666666666665,2,1,Closed_Game,P
5048,Rio Ave vs Moreirense,2511.6666666666665,2,0,Closed_Game,P
5049,Rio Ave vs Nacional,2191.0,2,0,Closed_Game,P
5050,Rio Ave vs Olhanense,,1,1,Closed_Game,P
5051,Rio Ave vs Paços,2613.25,1,0,Closed_Game,P
5052,Rio Ave vs Penafiel,2748.0,5,1,Competitive_Open_Game,P
5053,Rio Ave vs Portimonense,2540.0,2,1,Closed_Game,P
5054,Rio Ave vs Porto,6182.666666666667,3,1,Competitive_Game,P
5055,Rio Ave vs SC Farense,,2,2,Competitive_Game,P
5056,Rio Ave vs Santa Clara,2343.0,3,0,Competitive_Game,P
5057,Rio Ave vs Sporting CP,6049.333333333333,2,1,Closed_Game,P
5058,Rio Ave vs Tondela,2050.4,4,1,Competitive_Open_Game,P
5059,Rio Ave vs União,1682.0,1,1,Closed_Game,P
5060,Rio Ave vs União de Leiria,,2,2,Competitive_Game,P
5061,Rio Ave vs Vitória,4135.333333333333,1,1,Closed_Game,P
5062,Rio Ave vs Vitória Setúbal,2265.0,2,1,Closed_Game,P
5063,Roda JC vs ADO Den Haag,14718.0,2,0,Closed_Game,D
5064,Roda JC vs AZ Alkmaar,13395.333333333334,2,0,Closed_Game,D
5065,Roda JC vs Ajax,16416.666666666668,3,1,Competitive_Game,D
5066,Roda JC vs Almere City,12489.0,3,1,Competitive_Game,D
5067,Roda JC vs Cambuur,14489.0,2,1,Closed_Game,D
5068,Roda JC vs De Graafschap,13130.0,1,1,Closed_Game,D
5069,Roda JC vs Excelsior,12330.333333333334,4,3,One_Side_Game,D
5070,Roda JC vs Feyenoord,15036.0,1,0,Closed_Game,D
5071,Roda JC vs Go Ahead Eag,13029.0,3,2,Competitive_Game,D
5072,Roda JC vs Groningen,12185.333333333334,3,1,Competitive_Game,D
5073,Roda JC vs Heerenveen,12716.0,3,1,Competitive_Game,D
5074,Roda JC vs Helmond Sport,12449.0,2,0,Closed_Game,D
5075,Roda JC vs Heracles Almelo,13141.333333333334,3,1,Competitive_Game,D
5076,Roda JC vs MVV Maastricht,16019.0,1,1,Closed_Game,D
5077,Roda JC vs NAC Breda,12230.0,3,1,Competitive_Game,D
5078,Roda JC vs NEC Nijmegen,12941.0,1,1,Closed_Game,D
5079,Roda JC vs PSV Eindhoven,15519.666666666666,3,1,Competitive_Game,D
5080,Roda JC vs RKC Waalwijk,,2,1,Closed_Game,D
5081,Roda JC vs Sparta R'dam,13836.0,3,2,Competitive_Game,D
5082,Roda JC vs Twente,13602.666666666666,2,1,Closed_Game,D
5083,Roda JC vs Utrecht,12740.0,2,1,Closed_Game,D
5084,Roda JC vs VVV-Venlo,13189.0,2,2,Competitive_Game,D
5085,Roda JC vs Vitesse,13406.0,3,1,Competitive_Game,D
5086,Roda JC vs Willem II,15437.333333333334,3,1,Competitive_Game,D
5087,Roda JC vs Zwolle,13522.333333333334,3,1,Competitive_Game,D
5088,Roma vs Atalanta,34212.666666666664,2,1,Closed_Game,IT
5089,Roma vs Benevento,16478.0,7,3,One_Side_Game,IT
5090,Roma vs Bologna,31203.4,3,1,Competitive_Game,IT
5091,Roma vs Brescia,33695.0,3,3,One_Side_Game,IT
5092,Roma vs Cagliari,28903.333333333332,2,1,Closed_Game,IT
5093,Roma vs Carpi,56901.0,6,4,One_Side_Game,IT
5094,Roma vs Catania,,4,1,Competitive_Open_Game,IT
5095,Roma vs Cesena,34044.0,4,3,One_Side_Game,IT
5096,Roma vs Chievo,40126.2,2,1,Closed_Game,IT
5097,Roma vs Crotone,27965.0,3,3,One_Side_Game,IT
5098,Roma vs Empoli,38335.8,2,1,Closed_Game,IT
5099,Roma vs Fiorentina,34143.0,3,1,Competitive_Game,IT
5100,Roma vs Frosinone,32089.5,4,3,One_Side_Game,IT
5101,Roma vs Genoa,37150.333333333336,3,1,Competitive_Game,IT
5102,Roma vs Hellas Verona,33062.0,2,1,Closed_Game,IT
5103,Roma vs Inter,44445.333333333336,3,1,Competitive_Game,IT
5104,Roma vs Juventus,45415.125,2,0,Closed_Game,IT
5105,Roma vs Lazio,48929.333333333336,2,1,Closed_Game,IT
5106,Roma vs Lecce,34293.0,3,2,Competitive_Game,IT
5107,Roma vs Livorno,,3,3,One_Side_Game,IT
5108,Roma vs Milan,42670.0,2,1,Closed_Game,IT
5109,Roma vs Napoli,36764.142857142855,2,1,Closed_Game,IT
5110,Roma vs Novara,,7,3,One_Side_Game,IT
5111,Roma vs Palermo,39772.0,3,2,Competitive_Game,IT
5112,Roma vs Parma,49921.5,2,1,Closed_Game,IT
5113,Roma vs Pescara,23633.0,3,0,Competitive_Game,IT
5114,Roma vs SPAL,36736.0,3,2,Competitive_Game,IT
5115,Roma vs Sampdoria,34271.833333333336,2,1,Closed_Game,IT
5116,Roma vs Sassuolo,37351.142857142855,3,0,Competitive_Game,IT
5117,Roma vs Siena,,3,2,Competitive_Game,IT
5118,Roma vs Spezia,44844.0,4,1,Competitive_Open_Game,IT
5119,Roma vs Torino,35692.71428571428,3,1,Competitive_Game,IT
5120,Roma vs Udinese,32126.333333333332,3,1,Competitive_Game,IT
5121,SC Farense vs Belenenses,,1,1,Closed_Game,P
5122,SC Farense vs Benfica,,0,0,Closed_Game,P
5123,SC Farense vs Boavista,,4,2,Competitive_Open_Game,P
5124,SC Farense vs Braga,,3,1,Competitive_Game,P
5125,SC Farense vs Famalicão,,6,0,Competitive_Open_Game,P
5126,SC Farense vs Gil Vicente FC,,4,2,Competitive_Open_Game,P
5127,SC Farense vs Marítimo,,3,1,Competitive_Game,P
5128,SC Farense vs Moreirense,,3,1,Competitive_Game,P
5129,SC Farense vs Nacional,,1,1,Closed_Game,P
5130,SC Farense vs Paços,,2,0,Closed_Game,P
5131,SC Farense vs Portimonense,,2,0,Closed_Game,P
5132,SC Farense vs Porto,,1,1,Closed_Game,P
5133,SC Farense vs Rio Ave,,1,1,Closed_Game,P
5134,SC Farense vs Santa Clara,,2,0,Closed_Game,P
5135,SC Farense vs Sporting CP,,1,1,Closed_Game,P
5136,SC Farense vs Tondela,,1,1,Closed_Game,P
5137,SC Farense vs Vitória,,4,0,Competitive_Open_Game,P
5138,SPAL vs Atalanta,12921.666666666666,3,1,Competitive_Game,IT
5139,SPAL vs Benevento,11900.0,2,2,Competitive_Game,IT
5140,SPAL vs Bologna,12997.333333333334,2,1,Closed_Game,IT
5141,SPAL vs Brescia,12442.0,1,1,Closed_Game,IT
5142,SPAL vs Cagliari,12114.5,2,1,Closed_Game,IT
5143,SPAL vs Chievo,12159.0,0,0,Closed_Game,IT
5144,SPAL vs Crotone,11187.0,2,0,Closed_Game,IT
5145,SPAL vs Empoli,12622.0,4,0,Competitive_Open_Game,IT
5146,SPAL vs Fiorentina,24709.0,3,1,Competitive_Game,IT
5147,SPAL vs Frosinone,13676.0,3,3,One_Side_Game,IT
5148,SPAL vs Genoa,12695.333333333334,1,0,Closed_Game,IT
5149,SPAL vs Hellas Verona,12464.5,3,1,Competitive_Game,IT
5150,SPAL vs Inter,14424.0,3,1,Competitive_Game,IT
5151,SPAL vs Juventus,14799.0,2,0,Closed_Game,IT
5152,SPAL vs Lazio,13040.666666666666,3,1,Competitive_Game,IT
5153,SPAL vs Lecce,13292.0,4,2,Competitive_Open_Game,IT
5154,SPAL vs Milan,14573.0,4,1,Competitive_Open_Game,IT
5155,SPAL vs Napoli,13850.333333333334,3,0,Competitive_Game,IT
5156,SPAL vs Parma,8888.0,1,1,Closed_Game,IT
5157,SPAL vs Roma,13722.0,4,3,One_Side_Game,IT
5158,SPAL vs Sampdoria,12367.0,2,1,Closed_Game,IT
5159,SPAL vs Sassuolo,12423.666666666666,2,1,Closed_Game,IT
5160,SPAL vs Torino,12632.5,2,0,Closed_Game,IT
5161,SPAL vs Udinese,12097.5,2,1,Closed_Game,IT
5162,Saint-Étienne vs Ajaccio,,4,2,Competitive_Open_Game,FL
5163,Saint-Étienne vs Amiens,26342.333333333332,2,1,Closed_Game,FL
5164,Saint-Étienne vs Angers,22694.2,3,0,Competitive_Game,FL
5165,Saint-Étienne vs Auxerre,,2,0,Closed_Game,FL
5166,Saint-Étienne vs Bastia,24392.0,2,1,Closed_Game,FL
5167,Saint-Étienne vs Bordeaux,29025.571428571428,3,1,Competitive_Game,FL
5168,Saint-Étienne vs Brest,28645.0,3,1,Competitive_Game,FL
5169,Saint-Étienne vs Caen,24827.8,1,1,Closed_Game,FL
5170,Saint-Étienne vs Clermont Foot,,5,1,Competitive_Open_Game,FL
5171,Saint-Étienne vs Dijon,25605.25,2,0,Closed_Game,FL
5172,Saint-Étienne vs Evian,33017.0,1,1,Closed_Game,FL
5173,Saint-Étienne vs Guingamp,27590.0,1,1,Closed_Game,FL
5174,Saint-Étienne vs Lens,18487.0,4,0,Competitive_Open_Game,FL
5175,Saint-Étienne vs Lille,25261.833333333332,2,1,Closed_Game,FL
5176,Saint-Étienne vs Lorient,25594.5,3,2,Competitive_Game,FL
5177,Saint-Étienne vs Lyon,36909.0,2,2,Competitive_Game,FL
5178,Saint-Étienne vs Marseille,28949.166666666668,1,0,Closed_Game,FL
5179,Saint-Étienne vs Metz,25336.8,2,0,Closed_Game,FL
5180,Saint-Étienne vs Monaco,27743.5,2,1,Closed_Game,FL
5181,Saint-Étienne vs Montpellier,26648.14285714286,2,1,Closed_Game,FL
5182,Saint-Étienne vs Nancy,26621.0,1,1,Closed_Game,FL
5183,Saint-Étienne vs Nantes,27889.166666666668,1,1,Closed_Game,FL
5184,Saint-Étienne vs Nice,27933.428571428572,3,2,Competitive_Game,FL
5185,Saint-Étienne vs Nîmes,23261.0,3,0,Competitive_Game,FL
5186,Saint-Étienne vs Paris S-G,34176.71428571428,3,1,Competitive_Game,FL
5187,Saint-Étienne vs Reims,27172.0,2,1,Closed_Game,FL
5188,Saint-Étienne vs Rennes,25706.0,2,1,Closed_Game,FL
5189,Saint-Étienne vs Sochaux,,2,1,Closed_Game,FL
5190,Saint-Étienne vs Strasbourg,18844.0,3,1,Competitive_Game,FL
5191,Saint-Étienne vs Toulouse,25148.5,2,0,Closed_Game,FL
5192,Saint-Étienne vs Troyes,31692.0,2,1,Closed_Game,FL
5193,Saint-Étienne vs Valenciennes,,1,1,Closed_Game,FL
5194,Salernitana vs Atalanta,11949.0,1,1,Closed_Game,IT
5195,Salernitana vs Empoli,11142.0,6,2,Competitive_Open_Game,IT
5196,Salernitana vs Genoa,10077.0,1,1,Closed_Game,IT
5197,Salernitana vs Hellas Verona,9561.0,4,0,Competitive_Open_Game,IT
5198,Salernitana vs Inter,18000.0,5,5,One_Side_Game,IT
5199,Salernitana vs Juventus,19500.0,2,2,Competitive_Game,IT
5200,Salernitana vs Lazio,2559.0,3,3,One_Side_Game,IT
5201,Salernitana vs Napoli,17043.0,1,1,Closed_Game,IT
5202,Salernitana vs Roma,12500.0,4,4,One_Side_Game,IT
5203,Salernitana vs Sampdoria,11849.0,2,2,Competitive_Game,IT
5204,Salernitana vs Spezia,,4,0,Competitive_Open_Game,IT
5205,Sampdoria vs Atalanta,17895.0,2,1,Closed_Game,IT
5206,Sampdoria vs Benevento,10111.5,4,1,Competitive_Open_Game,IT
5207,Sampdoria vs Bologna,16010.0,2,1,Closed_Game,IT
5208,Sampdoria vs Brescia,20117.0,6,4,One_Side_Game,IT
5209,Sampdoria vs Cagliari,16355.6,2,1,Closed_Game,IT
5210,Sampdoria vs Carpi,21835.0,7,3,One_Side_Game,IT
5211,Sampdoria vs Catania,,2,1,Closed_Game,IT
5212,Sampdoria vs Cesena,21182.0,0,0,Closed_Game,IT
5213,Sampdoria vs Chievo,19085.0,2,1,Closed_Game,IT
5214,Sampdoria vs Crotone,18217.5,4,2,Competitive_Open_Game,IT
5215,Sampdoria vs Empoli,19584.0,1,0,Closed_Game,IT
5216,Sampdoria vs Fiorentina,20054.5,3,1,Competitive_Game,IT
5217,Sampdoria vs Frosinone,19779.5,1,1,Closed_Game,IT
5218,Sampdoria vs Genoa,30491.8,2,1,Closed_Game,IT
5219,Sampdoria vs Hellas Verona,16034.75,3,2,Competitive_Game,IT
5220,Sampdoria vs Inter,20486.571428571428,2,1,Closed_Game,IT
5221,Sampdoria vs Juventus,24668.666666666668,2,1,Closed_Game,IT
5222,Sampdoria vs Lazio,15514.375,2,1,Closed_Game,IT
5223,Sampdoria vs Lecce,18685.0,2,0,Closed_Game,IT
5224,Sampdoria vs Livorno,,6,2,Competitive_Open_Game,IT
5225,Sampdoria vs Milan,19264.5,2,1,Closed_Game,IT
5226,Sampdoria vs Napoli,18073.285714285714,3,2,Competitive_Game,IT
5227,Sampdoria vs Palermo,20141.666666666668,2,1,Closed_Game,IT
5228,Sampdoria vs Parma,19809.666666666668,2,1,Closed_Game,IT
5229,Sampdoria vs Pescara,17660.0,5,4,One_Side_Game,IT
5230,Sampdoria vs Roma,20703.833333333332,2,1,Closed_Game,IT
5231,Sampdoria vs SPAL,18734.0,2,2,Competitive_Game,IT
5232,Sampdoria vs Sassuolo,19371.666666666668,3,1,Competitive_Game,IT
5233,Sampdoria vs Siena,,3,1,Competitive_Game,IT
5234,Sampdoria vs Spezia,7493.0,3,0,Competitive_Game,IT
5235,Sampdoria vs Torino,17381.571428571428,2,1,Closed_Game,IT
5236,Sampdoria vs Udinese,16666.285714285714,3,1,Competitive_Game,IT
5237,Sampdoria vs Venezia,5735.0,2,0,Closed_Game,IT
5238,Santa Clara vs Arouca,687.0,3,1,Competitive_Game,P
5239,Santa Clara vs Aves,3015.0,1,1,Closed_Game,P
5240,Santa Clara vs Belenenses,2947.0,2,1,Closed_Game,P
5241,Santa Clara vs Benfica,7211.666666666667,3,2,Competitive_Game,P
5242,Santa Clara vs Boavista,2240.6666666666665,4,1,Competitive_Open_Game,P
5243,Santa Clara vs Braga,2474.0,3,0,Competitive_Game,P
5244,Santa Clara vs Chaves,3431.0,1,1,Closed_Game,P
5245,Santa Clara vs Famalicão,1244.5,2,1,Closed_Game,P
5246,Santa Clara vs Feirense,3746.0,8,0,Competitive_Open_Game,P
5247,Santa Clara vs Gil Vicente FC,1144.6666666666667,0,0,Closed_Game,P
5248,Santa Clara vs Marítimo,3139.0,1,1,Closed_Game,P
5249,Santa Clara vs Moreirense,1467.0,2,0,Closed_Game,P
5250,Santa Clara vs Nacional,1896.0,4,3,One_Side_Game,P
5251,Santa Clara vs Paços,1125.5,3,2,Competitive_Game,P
5252,Santa Clara vs Portimonense,2321.0,2,1,Closed_Game,P
5253,Santa Clara vs Porto,6110.333333333333,2,1,Closed_Game,P
5254,Santa Clara vs Rio Ave,2431.0,2,1,Closed_Game,P
5255,Santa Clara vs SC Farense,,4,4,One_Side_Game,P
5256,Santa Clara vs Sporting CP,5670.333333333333,3,1,Competitive_Game,P
5257,Santa Clara vs Tondela,1527.6666666666667,2,0,Closed_Game,P
5258,Santa Clara vs Vitória,1618.5,2,1,Closed_Game,P
5259,Santa Clara vs Vitória Setúbal,2024.5,1,0,Closed_Game,P
5260,Sassuolo vs Atalanta,9669.333333333334,3,1,Competitive_Game,IT
5261,Sassuolo vs Benevento,8880.0,2,0,Closed_Game,IT
5262,Sassuolo vs Bologna,10729.0,2,1,Closed_Game,IT
5263,Sassuolo vs Brescia,,3,3,One_Side_Game,IT
5264,Sassuolo vs Cagliari,8409.714285714286,3,0,Competitive_Game,IT
5265,Sassuolo vs Carpi,10264.0,1,1,Closed_Game,IT
5266,Sassuolo vs Catania,,4,2,Competitive_Open_Game,IT
5267,Sassuolo vs Cesena,11079.0,2,0,Closed_Game,IT
5268,Sassuolo vs Chievo,8878.4,2,1,Closed_Game,IT
5269,Sassuolo vs Crotone,6189.666666666667,3,1,Competitive_Game,IT
5270,Sassuolo vs Empoli,8950.0,3,1,Competitive_Game,IT
5271,Sassuolo vs Fiorentina,11934.833333333334,3,0,Competitive_Game,IT
5272,Sassuolo vs Frosinone,12616.5,4,0,Competitive_Open_Game,IT
5273,Sassuolo vs Genoa,9648.166666666666,3,1,Competitive_Game,IT
5274,Sassuolo vs Hellas Verona,8810.0,3,1,Competitive_Game,IT
5275,Sassuolo vs Inter,16331.285714285714,3,2,Competitive_Game,IT
5276,Sassuolo vs Juventus,22643.2,3,1,Competitive_Game,IT
5277,Sassuolo vs Lazio,10193.57142857143,2,1,Closed_Game,IT
5278,Sassuolo vs Lecce,,6,2,Competitive_Open_Game,IT
5279,Sassuolo vs Livorno,,5,3,One_Side_Game,IT
5280,Sassuolo vs Milan,15958.8,3,1,Competitive_Game,IT
5281,Sassuolo vs Napoli,14170.714285714286,3,0,Competitive_Game,IT
5282,Sassuolo vs Palermo,9704.666666666666,3,1,Competitive_Game,IT
5283,Sassuolo vs Parma,11720.666666666666,1,1,Closed_Game,IT
5284,Sassuolo vs Pescara,9071.0,3,3,One_Side_Game,IT
5285,Sassuolo vs Roma,12662.166666666666,2,1,Closed_Game,IT
5286,Sassuolo vs SPAL,11540.0,2,1,Closed_Game,IT
5287,Sassuolo vs Salernitana,5177.0,1,1,Closed_Game,IT
5288,Sassuolo vs Sampdoria,9621.57142857143,2,1,Closed_Game,IT
5289,Sassuolo vs Spezia,,3,1,Competitive_Game,IT
5290,Sassuolo vs Torino,10183.0,2,0,Closed_Game,IT
5291,Sassuolo vs Udinese,9825.2,1,0,Closed_Game,IT
5292,Sassuolo vs Venezia,4482.0,4,2,Competitive_Open_Game,IT
5293,Schalke 04 vs Arminia,,1,1,Closed_Game,BL
5294,Schalke 04 vs Augsburg,60352.4,2,1,Closed_Game,BL
5295,Schalke 04 vs Bayern Munich,62221.333333333336,2,2,Competitive_Game,BL
5296,Schalke 04 vs Braunschweig,,4,2,Competitive_Open_Game,BL
5297,Schalke 04 vs Darmstadt 98,60134.0,3,1,Competitive_Game,BL
5298,Schalke 04 vs Dortmund,61890.0,2,1,Closed_Game,BL
5299,Schalke 04 vs Düsseldorf,61076.5,4,1,Competitive_Open_Game,BL
5300,Schalke 04 vs Eint Frankfurt,61170.833333333336,2,1,Closed_Game,BL
5301,Schalke 04 vs Freiburg,60748.4,2,1,Closed_Game,BL
5302,Schalke 04 vs Greuther Fürth,,3,1,Competitive_Game,BL
5303,Schalke 04 vs Hamburger SV,61842.75,3,1,Competitive_Game,BL
5304,Schalke 04 vs Hannover 96,61371.0,3,1,Competitive_Game,BL
5305,Schalke 04 vs Hertha BSC,60987.333333333336,2,2,Competitive_Game,BL
5306,Schalke 04 vs Hoffenheim,59703.0,3,2,Competitive_Game,BL
5307,Schalke 04 vs Ingolstadt 04,59074.0,1,0,Closed_Game,BL
5308,Schalke 04 vs Kaiserslautern,,3,1,Competitive_Game,BL
5309,Schalke 04 vs Köln,61551.8,3,1,Competitive_Game,BL
5310,Schalke 04 vs Leverkusen,61625.6,2,1,Closed_Game,BL
5311,Schalke 04 vs M'Gladbach,62221.333333333336,2,1,Closed_Game,BL
5312,Schalke 04 vs Mainz 05,60052.833333333336,2,1,Closed_Game,BL
5313,Schalke 04 vs Nürnberg,62271.0,4,2,Competitive_Open_Game,BL
5314,Schalke 04 vs Paderborn 07,61793.5,1,0,Closed_Game,BL
5315,Schalke 04 vs RB Leipzig,60924.25,2,2,Competitive_Game,BL
5316,Schalke 04 vs Stuttgart,61502.25,2,1,Closed_Game,BL
5317,Schalke 04 vs Union Berlin,31068.5,2,0,Closed_Game,BL
5318,Schalke 04 vs Werder Bremen,62009.8,3,1,Competitive_Game,BL
5319,Schalke 04 vs Wolfsburg,60605.2,3,2,Competitive_Game,BL
5320,Sevilla vs Alavés,29868.2,2,0,Closed_Game,SP
5321,Sevilla vs Almería,32511.0,3,1,Competitive_Game,SP
5322,Sevilla vs Athletic Club,31394.833333333332,2,1,Closed_Game,SP
5323,Sevilla vs Atlético Madrid,37024.42857142857,2,1,Closed_Game,SP
5324,Sevilla vs Barcelona,38358.0,3,1,Competitive_Game,SP
5325,Sevilla vs Betis,40627.25,3,2,Competitive_Game,SP
5326,Sevilla vs Celta Vigo,33434.42857142857,3,1,Competitive_Game,SP
5327,Sevilla vs Cádiz,,3,3,One_Side_Game,SP
5328,Sevilla vs Córdoba,29850.0,3,3,One_Side_Game,SP
5329,Sevilla vs Eibar,30451.0,1,1,Closed_Game,SP
5330,Sevilla vs Elche,32367.5,2,2,Competitive_Game,SP
5331,Sevilla vs Espanyol,31684.571428571428,3,1,Competitive_Game,SP
5332,Sevilla vs Getafe,34855.166666666664,2,2,Competitive_Game,SP
5333,Sevilla vs Girona,33335.5,1,1,Closed_Game,SP
5334,Sevilla vs Granada,29217.25,3,2,Competitive_Game,SP
5335,Sevilla vs Huesca,33022.0,2,1,Closed_Game,SP
5336,Sevilla vs La Coruña,31607.25,3,1,Competitive_Game,SP
5337,Sevilla vs Las Palmas,34608.333333333336,2,1,Closed_Game,SP
5338,Sevilla vs Leganés,32570.0,2,1,Closed_Game,SP
5339,Sevilla vs Levante,31225.666666666668,2,1,Closed_Game,SP
5340,Sevilla vs Mallorca,,3,1,Competitive_Game,SP
5341,Sevilla vs Málaga,30711.0,3,1,Competitive_Game,SP
5342,Sevilla vs Osasuna,26037.666666666668,2,1,Closed_Game,SP
5343,Sevilla vs Racing Sant,,4,0,Competitive_Open_Game,SP
5344,Sevilla vs Rayo Vallecano,26959.75,4,2,Competitive_Open_Game,SP
5345,Sevilla vs Real Madrid,40383.666666666664,3,1,Competitive_Game,SP
5346,Sevilla vs Real Sociedad,33025.0,2,1,Closed_Game,SP
5347,Sevilla vs Sporting Gijón,30221.0,1,1,Closed_Game,SP
5348,Sevilla vs Valencia,31926.333333333332,2,1,Closed_Game,SP
5349,Sevilla vs Valladolid,34064.0,2,1,Closed_Game,SP
5350,Sevilla vs Villarreal,31318.285714285714,2,0,Closed_Game,SP
5351,Sevilla vs Zaragoza,,3,3,One_Side_Game,SP
5352,Sheffield Utd vs Arsenal,30775.0,2,2,Competitive_Game,PL
5353,Sheffield Utd vs Aston Villa,30396.0,1,1,Closed_Game,PL
5354,Sheffield Utd vs Bournemouth,30361.0,3,1,Competitive_Game,PL
5355,Sheffield Utd vs Brighton,31888.0,1,0,Closed_Game,PL
5356,Sheffield Utd vs Burnley,18065.5,2,2,Competitive_Game,PL
5357,Sheffield Utd vs Chelsea,,3,2,Competitive_Game,PL
5358,Sheffield Utd vs Crystal Palace,30197.0,1,1,Closed_Game,PL
5359,Sheffield Utd vs Everton,,1,1,Closed_Game,PL
5360,Sheffield Utd vs Fulham,,2,0,Closed_Game,PL
5361,Sheffield Utd vs Leeds United,,1,1,Closed_Game,PL
5362,Sheffield Utd vs Leicester City,30079.0,3,1,Competitive_Game,PL
5363,Sheffield Utd vs Liverpool,31774.0,1,1,Closed_Game,PL
5364,Sheffield Utd vs Manchester City,31285.0,1,1,Closed_Game,PL
5365,Sheffield Utd vs Manchester Utd,32024.0,5,0,Competitive_Open_Game,PL
5366,Sheffield Utd vs Newcastle Utd,30409.0,1,1,Closed_Game,PL
5367,Sheffield Utd vs Norwich City,31379.0,1,1,Closed_Game,PL
5368,Sheffield Utd vs Southampton,30985.0,1,1,Closed_Game,PL
5369,Sheffield Utd vs Tottenham,,4,2,Competitive_Open_Game,PL
5370,Sheffield Utd vs Watford,30222.0,2,0,Closed_Game,PL
5371,Sheffield Utd vs West Brom,,3,1,Competitive_Game,PL
5372,Sheffield Utd vs West Ham,30124.0,1,1,Closed_Game,PL
5373,Sheffield Utd vs Wolves,,1,1,Closed_Game,PL
5374,Siena vs Atalanta,,3,1,Competitive_Game,IT
5375,Siena vs Bologna,,1,0,Closed_Game,IT
5376,Siena vs Cagliari,,1,1,Closed_Game,IT
5377,Siena vs Catania,,2,1,Closed_Game,IT
5378,Siena vs Cesena,,2,2,Competitive_Game,IT
5379,Siena vs Chievo,,3,2,Competitive_Game,IT
5380,Siena vs Fiorentina,,0,0,Closed_Game,IT
5381,Siena vs Genoa,,1,1,Closed_Game,IT
5382,Siena vs Inter,,2,1,Closed_Game,IT
5383,Siena vs Juventus,,2,1,Closed_Game,IT
5384,Siena vs Lazio,,3,3,One_Side_Game,IT
5385,Siena vs Lecce,,3,3,One_Side_Game,IT
5386,Siena vs Milan,,4,2,Competitive_Open_Game,IT
5387,Siena vs Napoli,,2,1,Closed_Game,IT
5388,Siena vs Novara,,2,2,Competitive_Game,IT
5389,Siena vs Palermo,,2,1,Closed_Game,IT
5390,Siena vs Parma,,1,1,Closed_Game,IT
5391,Siena vs Pescara,,1,1,Closed_Game,IT
5392,Siena vs Roma,,2,1,Closed_Game,IT
5393,Siena vs Sampdoria,,1,1,Closed_Game,IT
5394,Siena vs Torino,,0,0,Closed_Game,IT
5395,Siena vs Udinese,,2,0,Closed_Game,IT
5396,Sochaux vs Ajaccio,,0,0,Closed_Game,FL
5397,Sochaux vs Auxerre,,0,0,Closed_Game,FL
5398,Sochaux vs Bastia,,3,0,Competitive_Game,FL
5399,Sochaux vs Bordeaux,,3,1,Competitive_Game,FL
5400,Sochaux vs Brest,,3,1,Competitive_Game,FL
5401,Sochaux vs Caen,,3,1,Competitive_Game,FL
5402,Sochaux vs Dijon,,1,1,Closed_Game,FL
5403,Sochaux vs Evian,,2,1,Closed_Game,FL
5404,Sochaux vs Guingamp,,1,1,Closed_Game,FL
5405,Sochaux vs Lille,,1,1,Closed_Game,FL
5406,Sochaux vs Lorient,,1,1,Closed_Game,FL
