Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
9,Tue,2018-12-25,18:00,Al-Raed,2–1,Al-Taawoun,8700,Prince Abdullah bin Abdul Aziz Stadium,Sergey Karasev,Match Report,
15,Thu,2018-12-27,17:45,Al-Batin,2–0,Al-Qadsiah,2124,Al-Batin FC Stadium,Viktor Kassai,Match Report,
15,Thu,2018-12-27,17:55,Al-Faisaly,1–0,Al-Fayha,2417,Al Majma'ah Sport City,Milorad Mažić,Match Report,
15,Fri,2018-12-28,15:00,Al-Fateh,0–0,Al-Nassr,8381,Prince Abdullah bin Jalawi Stadium,Alberto Undiano,Match Report,
15,Fri,2018-12-28,15:20,Al-Hazem,1–3,Al-Shabab,802,Prince Abdullah bin Abdul Aziz Stadium,Danny Makkelie,Match Report,
15,Fri,2018-12-28,18:30,Al-Wehda,2–1,Al-Ahli,10000,King Abdul Aziz Stadium,Ovidiu Hațegan,Match Report,
15,Sat,2018-12-29,17:35,Al-Ettifaq,1–0,Al-Ittihad,12817,Prince Mohamed bin Fahd Stadium,Milorad Mažić,Match Report,
15,Sun,2018-12-30,15:45,Ohod,0–1,Al-Raed,2800,Prince Mohammed bin Abdul Aziz Stadium,Viktor Kassai,Match Report,
15,Sun,2018-12-30,18:00,Al-Taawoun,2–2,Al-Hilal,14893,Prince Abdullah bin Abdul Aziz Stadium,Danny Makkelie,Match Report,
16,Thu,2019-01-10,18:05,Al-Faisaly,2–2,Al-Nassr,2048,Al Majma'ah Sport City,Szymon Marciniak,Match Report,
16,Thu,2019-01-10,18:10,Al-Taawoun,1–1,Al-Hazem,1473,Prince Abdullah bin Abdul Aziz Stadium,Svein Oddvar Moen,Match Report,
16,Thu,2019-01-10,18:35,Al-Wehda,1–0,Al-Fateh,846,King Abdul Aziz Stadium,Viktor Kassai,Match Report,
16,Thu,2019-01-10,19:50,Al-Qadsiah,0–1,Al-Ittihad,6856,Prince Saud bin Jalawi Stadium,Mark Clattenburg,Match Report,
16,Fri,2019-01-11,15:25,Al-Shabab,4–1,Al-Fayha,1559,Prince Khalid bin Sultan Stadium,Paweł Raczkowski,Match Report,
16,Fri,2019-01-11,15:25,Al-Hilal,1–1,Al-Raed,20490,King Saud University Stadium,Damir Skomina,Match Report,
16,Fri,2019-01-11,15:30,Al-Batin,0–0,Al-Ettifaq,1436,Al-Batin FC Stadium,Pavel Královec,Match Report,
16,Fri,2019-01-11,18:35,Al-Ahli,5–1,Ohod,2700,King Abdullah Sports City,Paolo Mazzoleni,Match Report,
17,Sun,2019-01-27,15:20,Al-Fateh,2–0,Al-Qadsiah,929,Prince Abdullah bin Jalawi Stadium,Mohammed Al Hoish,Match Report,
17,Sun,2019-01-27,18:20,Al-Fayha,1–5,Al-Hilal,4294,Al Majma'ah Sport City,Kevin Blom,Match Report,
17,Mon,2019-01-28,15:30,Al-Batin,2–0,Al-Faisaly,1873,Al-Batin FC Stadium,Khalid Al Turais,Match Report,
17,Mon,2019-01-28,18:20,Al-Nassr,4–0,Ohod,3039,Al Majma'ah Sport City,Svein Oddvar Moen,Match Report,
17,Mon,2019-01-28,18:50,Al-Wehda,1–1,Al-Hazem,1933,King Abdul Aziz Stadium,Daniel Stefański,Match Report,
17,Mon,2019-01-28,20:20,Al-Taawoun,3–4,Al-Ahli,2724,Prince Abdullah bin Abdul Aziz Stadium,Mark Clattenburg,Match Report,
17,Tue,2019-01-29,18:25,Al-Raed,1–2,Al-Ettifaq,1625,Prince Abdullah bin Abdul Aziz Stadium,Simon Evans,Match Report,
